TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
442429342610886656    pt    -1.97E+01    es    wrong
442429715614564352    pt    -3.21E+01    es    wrong
442433809293017088    en    -5.68E+01    es    wrong
442433882320019457    es    -3.61E+01    es    correct
442436585460858881    ca    -2.53E+01    es    wrong
442438626165940224    es    -8.02E+01    es    correct
442443730680020992    pt    -1.78E+01    eu    wrong
442446084972244993    gl    -3.11E+01    es    wrong
442446624900800512    es    -1.91E+01    es    correct
442451882007871488    es    -7.76E+01    es    correct
442452008373850112    en    -6.80E+01    en    correct
442452714929528832    es    -1.03E+02    es    correct
442453978170019840    es    -1.25E+02    es    correct
442456532534722560    eu    -1.12E+01    eu    correct
442458863322034176    es    -1.08E+02    es    correct
442463962261889024    es    -2.11E+01    es    correct
442465080744366080    eu    -4.78E+01    eu    correct
442466095048687616    es    -3.97E+01    es    correct
442471395407437825    es    -1.17E+02    es    correct
442474864851845120    es    -3.51E+01    es    correct
442481527025586176    pt    -1.17E+02    es    wrong
442489571318964224    en    -8.24E+01    es    wrong
442510429903126528    en    -9.03E+01    es    wrong
442571125089124352    es    -6.22E+01    es    correct
442575844549349376    es    -8.08E+01    es    correct
442580767471054848    es    -4.45E+01    es    correct
442584173849874432    en    -5.23E+01    es    wrong
442587291899691008    en    -9.97E+01    es    wrong
442589216988729345    eu    -3.84E+01    eu    correct
442591729095823360    eu    -8.17E+00    eu    correct
442592901814833152    es    -7.22E+01    es    correct
442594162500960256    es    -3.52E+01    es    correct
442595073017266176    pt    -1.82E+01    es    wrong
442606153974177792    ca    -5.25E+01    es    wrong
442615427139923968    pt    -9.00E+01    es    wrong
442618616358649856    pt    -1.51E+01    en    wrong
442618996811382784    es    -1.31E+02    es    correct
442619999522664448    es    -2.00E+01    es    correct
442621675327483904    en    -8.26E+01    en    correct
442622137967603712    gl    -2.35E+01    es    wrong
442622858305740801    es    -7.40E+01    es    correct
442628445793943552    en    -4.82E+01    es    wrong
442628762891743232    es    -1.01E+02    es    correct
442631436924092416    pt    -1.20E+02    es    wrong
442631716151496704    ca    -6.04E+01    es    wrong
442632159678181376    pt    -6.33E+01    es    wrong
442634119584157696    gl    -1.63E+01    es    wrong
442635322267287552    es    -1.14E+02    es    correct
442635688987852800    pt    -5.26E+01    es    wrong
442635754729373696    es    -2.70E+01    es    correct
442639480395403264    es    -8.33E+01    es    correct
442639927306878976    eu    -5.27E+01    es    wrong
442641382982041600    ca    -7.46E+01    es    wrong
442641880271314944    ca    -1.26E+02    es    wrong
442642213529726976    es    -8.17E+01    es    correct
442642912548245505    pt    -2.83E+01    es    wrong
442643847446024192    es    -4.97E+01    es    correct
442645784090386432    ca    -8.45E+01    es    wrong
442647136606625792    eu    -2.85E+01    eu    correct
442647666699534336    pt    -1.30E+01    es    wrong
442648475671752704    gl    -1.41E+01    es    wrong
442649014081945600    es    -6.49E+01    es    correct
442650465084669953    gl    -3.20E+01    es    wrong
442652696181735424    eu    -6.46E+01    eu    correct
442655411955843072    en    -1.74E+01    en    correct
442655797542400000    pt    -3.63E+01    es    wrong
442656500323196928    eu    -2.42E+01    eu    correct
442662617854009344    pt    -7.29E+01    es    wrong
442664087093534721    pt    -4.71E+01    es    wrong
442664166789513218    es    -5.40E+01    es    correct
442665771739906048    es    -2.66E+01    es    correct
442670011187224577    es    -4.96E+01    es    correct
442670599589363712    es    -3.23E+01    es    correct
442672879826915328    pt    -4.27E+01    es    wrong
442674928060743680    pt    -6.42E+01    es    wrong
442677397973114880    es    -1.80E+01    es    correct
442679304066183168    es    -4.66E+01    es    correct
442680388759339008    pt    -1.54E+01    es    wrong
442681505253703681    eu    -8.82E+01    es    wrong
442684675463868416    pt    -4.76E+01    eu    wrong
442685996447318016    pt    -2.58E+01    es    wrong
442686048246972416    gl    -1.96E+01    eu    wrong
442696115063119872    en    -4.71E+01    en    correct
442704423375364096    es    -6.68E+01    en    wrong
442706436519657472    eu    -5.81E+01    es    wrong
442714352710606848    es    -3.84E+01    es    correct
442714989800194048    pt    -9.29E+01    es    wrong
442719778944589824    gl    -4.09E+01    pt    wrong
442719855373197314    pt    -3.30E+01    en    wrong
442721255557693441    es    -1.08E+01    es    correct
442723756411461632    pt    -3.65E+01    pt    correct
442723992273973248    en    -4.94E+01    en    correct
442725031291142146    pt    -2.22E+01    es    wrong
442725077545938944    pt    -3.26E+01    es    wrong
442728733112537088    es    -3.71E+01    es    correct
442728811248246784    pt    -6.45E+01    es    wrong
442730503549235200    es    -6.62E+01    es    correct
442731232250826752    en    -4.02E+01    en    correct
442731446839803905    es    -3.86E+01    es    correct
442732846613274625    en    -8.58E+01    en    correct
442733529315934208    pt    -4.27E+01    es    wrong
442742117870612480    pt    -5.16E+01    es    wrong
442742153857732611    en    -1.45E+01    en    correct
442742790381142017    pt    -4.99E+01    es    wrong
442743130857943040    en    -5.06E+01    es    wrong
442743361892384768    es    -1.11E+02    es    correct
442743695482585088    eu    -3.99E+01    eu    correct
442746493465034752    eu    -4.09E+01    eu    correct
442746868809076736    es    -4.37E+01    es    correct
442749703915315200    es    -1.31E+02    es    correct
442752871164305409    ca    -1.62E+01    es    wrong
442753549236457472    en    -6.49E+01    es    wrong
442754457676566530    es    -7.84E+01    es    correct
442755814961729536    pt    -1.30E+02    es    wrong
442757878127280128    es    -4.05E+01    es    correct
442759704939622400    ca    -3.48E+01    es    wrong
442761167711535104    pt    -9.07E+01    es    wrong
442761310561128448    pt    -2.78E+01    es    wrong
442761470552866816    es    -2.63E+01    es    correct
442762761555419138    es    -9.26E+01    es    correct
442763386108248064    pt    -5.03E+01    es    wrong
442764262214496256    pt    -2.15E+01    es    wrong
442764339234492416    en    -3.48E+01    es    wrong
442764734740586496    en    -7.40E+01    es    wrong
442765990150291456    pt    -2.07E+01    es    wrong
442768417758908416    en    -4.11E+01    es    wrong
442771102394490880    es    -1.11E+02    es    correct
442771508717715457    es    -8.26E+01    es    correct
442772041729851392    pt    -1.17E+01    es    wrong
442777663900352512    ca    -3.33E+01    es    wrong
442780408728805376    pt    -8.89E+01    es    wrong
442781420256518144    es    -5.21E+01    es    correct
442782215123238912    es    -9.01E+01    es    correct
442782930222723072    pt    -1.00E+02    es    wrong
442782986866814977    es    -6.99E+01    es    correct
442783038842626048    ca    -4.50E+01    es    wrong
442783461552955393    eu    -1.81E+01    es    wrong
442784618300080128    es    -5.76E+01    es    correct
442784825314115584    gl    -2.55E+01    eu    wrong
442785328286670848    es    -1.05E+02    es    correct
442786697789833216    es    -1.28E+02    es    correct
442786839888687104    gl    -2.80E+01    es    wrong
442788132795461632    pt    -8.21E+01    es    wrong
442788574124318720    es    -4.85E+01    es    correct
442788932611473408    pt    -2.55E+01    es    wrong
442789156457299968    en    -8.07E+01    en    correct
442790874771390464    es    -6.27E+01    es    correct
442791270423875585    ca    -5.09E+01    es    wrong
442792626677616640    gl    -2.54E+01    es    wrong
442793702399160320    en    -1.37E+02    en    correct
442794612290494464    es    -4.17E+01    es    correct
442796989961756672    en    -4.12E+01    en    correct
442797314252750848    es    -9.23E+01    es    correct
442797572177289216    eu    -5.35E+01    eu    correct
442797659246825472    pt    -1.24E+02    es    wrong
442797950738378753    es    -1.29E+02    es    correct
442797951765983233    en    -4.97E+01    es    wrong
442799710580244480    pt    -5.35E+01    es    wrong
442799824669507584    eu    -1.24E+02    es    wrong
442801748835856384    eu    -3.47E+01    en    wrong
442802602540298240    es    -1.25E+02    es    correct
442802690243182592    es    -3.89E+01    es    correct
442803403677532160    ca    -1.94E+01    es    wrong
442806747141775360    pt    -7.23E+01    es    wrong
442808979660734464    eu    -1.12E+02    eu    correct
442809612384075777    pt    -8.07E+01    es    wrong
442818226888908800    es    -3.91E+01    es    correct
442819358784770050    en    -7.00E+01    es    wrong
442824309204324352    pt    -1.29E+02    es    wrong
442825123578802178    pt    -3.02E+01    es    wrong
442828279465390080    es    -4.46E+01    es    correct
442828621364072448    es    -1.00E+02    es    correct
442840802675671040    es    -9.00E+01    es    correct
442848849766674433    es    -6.04E+01    es    correct
442855776210935808    es    -1.22E+02    es    correct
442878553286524928    ca    -3.98E+01    es    wrong
442896131635552256    es    -7.75E+01    es    correct
442908487929303040    pt    -4.47E+01    es    wrong
442909851849854976    es    -5.33E+01    es    correct
442911068080578560    es    -5.45E+01    es    correct
442911433370906624    es    -1.93E+01    es    correct
442918800049307648    pt    -2.87E+01    es    wrong
442919407485218816    es    -4.28E+01    es    correct
442919577979486208    pt    -3.29E+01    es    wrong
442920689906221056    pt    -7.54E+01    es    wrong
442922213986295808    es    -1.05E+02    es    correct
442926948030111744    pt    -7.58E+01    es    wrong
442930857184342016    es    -1.33E+02    es    correct
442932555181211648    ca    -3.11E+01    es    wrong
442935000791801857    es    -9.86E+01    es    correct
442938124885581824    es    -1.22E+02    es    correct
442942809465958400    en    -1.12E+02    en    correct
442966421593923584    es    -8.83E+01    es    correct
442966552619790336    es    -3.59E+01    es    correct
442970771401748480    pt    -2.05E+01    es    wrong
442976740684886016    gl    -4.66E+01    es    wrong
442984016862777344    pt    -4.16E+01    es    wrong
442985908561014784    es    -1.33E+02    es    correct
442990748922040320    pt    -3.51E+01    es    wrong
442991511496835072    ca    -1.19E+02    es    wrong
442992688921853952    eu    -1.39E+02    eu    correct
442994754901798912    en    -8.14E+01    es    wrong
442994857171513344    pt    -1.21E+02    es    wrong
442996167644020736    en    -4.03E+01    es    wrong
442999421572489216    eu    -2.94E+01    eu    correct
443000821211738112    en    -2.44E+01    eu    wrong
443001465561694208    es    -1.38E+02    es    correct
443002559130001408    pt    -3.95E+01    es    wrong
443011765514022912    es    -6.77E+01    es    correct
443021390971949056    es    -1.18E+02    es    correct
443022453934411776    es    -1.21E+02    es    correct
443022992831160320    pt    -6.97E+01    es    wrong
443025101781753856    es    -8.32E+01    es    correct
443027110618468352    eu    -2.09E+01    eu    correct
443027826279985152    es    -3.18E+01    es    correct
443028737089896448    pt    -1.27E+02    es    wrong
443031803868491776    pt    -1.18E+02    es    wrong
443035761089466368    es    -1.08E+02    es    correct
443042090113839104    eu    -3.55E+01    eu    correct
443042864969551872    ca    -1.01E+02    es    wrong
443050970722103296    es    -1.35E+02    es    correct
443053470791532544    es    -1.18E+02    es    correct
443053795954925568    es    -6.16E+01    es    correct
443054413574598656    pt    -5.51E+01    es    wrong
443054685659095040    gl    -2.33E+01    es    wrong
443055817395539969    es    -4.29E+01    es    correct
443056770274295808    pt    -9.55E+01    es    wrong
443059412409008128    es    -1.26E+02    es    correct
443060038383702016    es    -7.44E+01    es    correct
443062861578141696    eu    -9.62E+01    es    wrong
443062933552390144    eu    -1.22E+02    eu    correct
443066364765675521    eu    -8.45E+01    eu    correct
443068791837433856    pt    -1.10E+01    es    wrong
443069126517743616    es    -5.16E+01    es    correct
443069255706492928    gl    -4.65E+00    es    wrong
443069572317708288    pt    -3.89E+01    es    wrong
443069983284019200    es    -5.56E+01    es    correct
443070485589680128    es    -6.15E+01    es    correct
443073272453017601    gl    -6.19E+01    es    wrong
443073638473170944    pt    -1.59E+01    es    wrong
443075431340986369    eu    -1.05E+02    es    wrong
443075524597133313    ca    -2.13E+01    es    wrong
443077869221478400    eu    -4.81E+01    eu    correct
443079390038327296    es    -1.31E+02    es    correct
443080882614980608    eu    -7.84E+01    eu    correct
443084753236140032    es    -1.05E+02    es    correct
443087460156080129    es    -4.86E+01    es    correct
443087476828413953    ca    -5.00E+01    en    wrong
443088710402596864    es    -5.26E+01    es    correct
443093399315705856    es    -3.34E+01    es    correct
443095995090755584    es    -5.45E+01    es    correct
443096590094712832    es    -1.27E+02    es    correct
443099258741620737    eu    -8.23E+01    pt    wrong
443099358498922497    es    -5.38E+01    es    correct
443100982021746688    es    -1.32E+02    es    correct
443101518980726784    es    -3.68E+01    es    correct
443101765970722816    en    -3.63E+01    es    wrong
443104332754726912    eu    -5.15E+01    eu    correct
443104856325500928    en    -4.21E+01    en    correct
443105282219327488    ca    -4.29E+01    es    wrong
443105895766310912    en    -9.11E+01    es    wrong
443105930109267968    pt    -3.29E+01    es    wrong
443106163811688448    ca    -4.40E+01    es    wrong
443106184904835073    es    -1.34E+02    eu    wrong
443106539449364480    pt    -2.29E+01    es    wrong
443107931001982976    en    -3.76E+01    en    correct
443109379521654784    eu    -2.21E+01    es    wrong
443109550930272257    es    -5.33E+01    es    correct
443111613558956032    en    -7.87E+01    en    correct
443111749932556289    eu    -1.95E+01    eu    correct
443117041848168449    es    -6.18E+01    es    correct
443117144747032577    pt    -4.78E+01    es    wrong
443118483862470656    es    -1.25E+02    es    correct
443119115642089472    ca    -4.17E+01    es    wrong
443119726232080385    pt    -4.46E+01    es    wrong
443121240556204033    es    -7.04E+01    es    correct
443122029194412034    es    -1.04E+02    es    correct
443122652023357443    ca    -5.94E+01    ca    correct
443124128372256768    es    -4.25E+01    es    correct
443124345054175232    pt    -2.56E+01    es    wrong
443125421702672385    pt    -4.97E+01    eu    wrong
443127276205776896    es    -3.63E+01    es    correct
443127531915735040    es    -7.03E+01    es    correct
443128920305840130    eu    -3.39E+01    eu    correct
443129900523061248    es    -4.22E+01    es    correct
443130136024854528    es    -3.67E+01    es    correct
443131606795309056    en    -3.16E+01    en    correct
443131878544277504    eu    -1.67E+01    eu    correct
443134793019318272    es    -9.07E+01    es    correct
443135645276704768    es    -2.05E+01    eu    wrong
443140544689369088    pt    -4.14E+01    es    wrong
443140845093781504    gl    -1.54E+01    es    wrong
443142181176770560    en    -2.75E+01    es    wrong
443143312086929409    eu    -2.67E+01    eu    correct
443145537479786496    en    -4.26E+01    es    wrong
443147072859308032    es    -2.46E+01    es    correct
443147345472270336    es    -4.86E+01    es    correct
443151046165397504    gl    -2.12E+01    es    wrong
443151593006186496    eu    -1.80E+01    eu    correct
443151965762371585    ca    -2.70E+01    es    wrong
443153533379289088    en    -1.07E+02    es    wrong
443156895889915904    es    -1.32E+01    es    correct
443157229848788992    es    -3.79E+01    es    correct
443159294230675457    es    -6.83E+01    es    correct
443161721507966977    en    -1.38E+02    en    correct
443162096302555136    en    -3.51E+01    en    correct
443163280149053440    ca    -7.25E+01    es    wrong
443163868571783168    es    -4.11E+01    es    correct
443166968318033920    eu    -4.41E+01    es    wrong
443167025469607936    ca    -4.91E+01    es    wrong
443167655877677056    en    -1.58E+01    es    wrong
443170252495810561    pt    -4.54E+01    es    wrong
443173049215778816    es    -5.91E+01    es    correct
443178259313065984    es    -1.32E+02    es    correct
443178821760864256    es    -1.21E+02    es    correct
443180771143323648    es    -6.78E+01    es    correct
443184101307473920    es    -7.53E+01    es    correct
443188127956746240    es    -1.40E+02    es    correct
443192866266169344    es    -1.30E+02    es    correct
443270243583270912    es    -2.10E+01    es    correct
443271524351758336    en    -1.37E+02    es    wrong
443271995032363008    eu    -5.56E+01    eu    correct
443273240320815106    pt    -3.81E+01    es    wrong
443277484214468608    pt    -1.21E+02    es    wrong
443280901557198848    pt    -6.30E+01    es    wrong
443283852111654912    es    -6.40E+01    es    correct
443286317682921472    pt    -1.96E+01    es    wrong
443289930736078848    es    -6.41E+01    es    correct
443299012641570816    es    -8.05E+01    es    correct
443300857514565632    en    -2.61E+01    en    correct
443303568398102528    es    -1.05E+02    es    correct
443303579588501504    en    -5.50E+01    en    correct
443306844636082176    gl    -4.04E+01    es    wrong
443309358202753025    pt    -9.53E+01    es    wrong
443313639664414720    en    -8.35E+01    es    wrong
443314976930136064    eu    -1.92E+01    es    wrong
443316380809854976    eu    -1.25E+02    eu    correct
443319611963244544    es    -3.99E+01    es    correct
443329947105775616    pt    -2.89E+01    es    wrong
443334393256755200    ca    -1.00E+02    es    wrong
443335749753372672    eu    -5.58E+01    eu    correct
443343182089441280    es    -1.32E+02    es    correct
443343666829336576    gl    -1.22E+01    es    wrong
443343672852357120    ca    -3.11E+01    es    wrong
443345400314200064    es    -4.43E+01    es    correct
443348892885987328    es    -1.21E+02    es    correct
443350115198468096    en    -1.14E+02    en    correct
443351943306829824    en    -2.88E+01    en    correct
443352342663270400    es    -4.55E+01    es    correct
443356146880225281    ca    -2.80E+01    es    wrong
443358727459328000    ca    -4.84E+01    es    wrong
443359264577716224    ca    -4.88E+01    es    wrong
443359826908033024    ca    -5.93E+01    es    wrong
443370366703263744    eu    -1.32E+02    eu    correct
443373216086904832    es    -4.50E+01    es    correct
443378520371494913    es    -5.35E+01    es    correct
443386920274759680    eu    -4.77E+01    es    wrong
443392028983169024    ca    -2.98E+01    es    wrong
443393324268146689    es    -6.80E+01    es    correct
443393662266134528    es    -1.28E+02    es    correct
443395077478830081    en    -6.07E+01    es    wrong
443399669897777152    pt    -8.68E+01    es    wrong
443400268190085120    eu    -3.83E+01    es    wrong
443401770363289600    es    -5.91E+01    es    correct
443403675156107264    es    -4.62E+01    es    correct
443408478431084544    es    -2.70E+01    es    correct
443412871146647552    eu    -5.59E+01    eu    correct
443413423880413184    pt    -1.77E+01    es    wrong
443416328666640384    es    -1.25E+01    es    correct
443420950324064256    ca    -8.50E+01    es    wrong
443421266654298113    ca    -5.70E+01    es    wrong
443423774265081856    es    -4.53E+01    es    correct
443423788215304193    es    -8.60E+01    es    correct
443425010086973440    es    -4.99E+01    es    correct
443427486723219457    ca    -5.04E+01    es    wrong
443427597729693696    ca    -7.74E+01    es    wrong
443431708692848640    es    -4.78E+01    es    correct
443432285808128001    es    -7.07E+01    es    correct
443432709650935808    es    -3.49E+01    es    correct
443434929524064256    pt    -4.31E+01    es    wrong
443435421239111680    es    -5.40E+01    es    correct
443436863144361984    es    -2.82E+01    es    correct
443438477125107712    en    -5.50E+01    es    wrong
443439223254044672    es    -7.22E+01    es    correct
443440985100804096    ca    -8.11E+01    es    wrong
443443390794203137    es    -1.41E+02    es    correct
443444923946512385    en    -2.01E+01    es    wrong
443451473255739392    eu    -4.98E+01    eu    correct
443455986775646208    en    -2.46E+01    es    wrong
443460072593981440    ca    -4.12E+01    es    wrong
443460415675432960    en    -1.35E+02    en    correct
443460689651585026    pt    -4.68E+01    es    wrong
443460933596491776    en    -6.56E+01    es    wrong
443463820334608384    pt    -1.99E+01    es    wrong
443465303306276866    es    -2.30E+01    es    correct
443465345228361728    eu    -3.24E+01    eu    correct
443466140996481024    en    -5.10E+01    es    wrong
443466853109993472    eu    -3.65E+01    eu    correct
443466910039285760    en    -5.40E+01    es    wrong
443471781794689025    eu    -8.82E+01    eu    correct
443472794253557760    es    -5.39E+01    es    correct
443473818422890496    pt    -1.77E+01    es    wrong
443473907518296064    es    -5.08E+01    es    correct
443476494372057088    eu    -3.84E+01    es    wrong
443477378883682306    pt    -8.82E+01    es    wrong
443477991621160960    en    -4.50E+01    es    wrong
443478741818572800    es    -8.05E+01    es    correct
443480072759300096    es    -1.35E+02    es    correct
443480464146563072    pt    -8.62E+01    es    wrong
443480649346060288    es    -9.88E+01    es    correct
443481080927379456    es    -4.23E+01    es    correct
443481456103653377    pt    -4.92E+01    es    wrong
443485281669623808    ca    -8.41E+01    es    wrong
443485309935038464    es    -5.30E+01    es    correct
443489936843759616    es    -4.81E+01    es    correct
443490437769482240    eu    -7.04E+01    eu    correct
443490834538045440    en    -6.05E+01    en    correct
443491119780098048    pt    -2.21E+01    es    wrong
443491327733686272    gl    -2.06E+01    es    wrong
443492975524737024    en    -1.01E+02    en    correct
443493197013319682    en    -1.85E+01    es    wrong
443493591651196929    pt    -1.92E+01    es    wrong
443494418554032128    ca    -4.28E+01    es    wrong
443495917216595968    es    -1.38E+02    es    correct
443497423370211328    en    -7.81E+01    en    correct
443499149754134528    pt    -5.39E+01    es    wrong
443499462531776512    es    -4.04E+01    es    correct
443500738241921024    es    -1.36E+02    es    correct
443502722558734336    en    -2.66E+01    es    wrong
443503133512441857    pt    -5.85E+01    es    wrong
443503168304197632    en    -3.20E+01    es    wrong
443503567681626113    es    -1.14E+02    es    correct
443503593443037184    eu    -1.51E+01    es    wrong
443503803627999234    en    -3.07E+01    es    wrong
443503818119327744    en    -5.76E+01    es    wrong
443504410095005696    en    -1.19E+02    en    correct
443504415107207168    eu    -5.33E+01    es    wrong
443504536976900096    en    -3.37E+01    en    correct
443508391055736832    es    -1.15E+02    es    correct
443510228358029313    es    -1.30E+02    es    correct
443510326383104000    es    -4.10E+01    es    correct
443511254020530176    en    -3.84E+01    es    wrong
443511799183593472    es    -2.89E+01    es    correct
443512015639031808    en    -9.81E+01    en    correct
443513020883668992    es    -7.63E+01    es    correct
443515592776380416    es    -1.53E+01    es    correct
443515893944184832    en    -1.19E+02    en    correct
443516908026224640    es    -7.97E+01    es    correct
443517887614316545    en    -3.52E+01    en    correct
443522494423920640    en    -6.66E+01    en    correct
443523754648666112    gl    -3.00E+01    es    wrong
443526301643972608    ca    -1.05E+02    es    wrong
443528443649859584    en    -8.81E+01    en    correct
443528647790833664    pt    -6.53E+01    es    wrong
443531028800757760    ca    -1.28E+02    es    wrong
443533857263190016    en    -1.12E+02    es    wrong
443535239038902272    en    -9.07E+01    en    correct
443535501057077248    en    -1.03E+02    en    correct
443540084403748864    pt    -3.78E+01    es    wrong
443540411198767104    en    -1.07E+02    en    correct
443540426361147392    pt    -4.75E+01    es    wrong
443540993275883520    ca    -7.11E+01    es    wrong
443542009706741761    gl    -3.27E+01    es    wrong
443547179140280320    en    -1.11E+02    en    correct
443548790939983873    en    -7.08E+01    en    correct
443549317899763712    es    -9.09E+01    es    correct
443557142721986560    es    -7.91E+01    es    correct
443581304815501312    es    -9.31E+01    es    correct
443631027173728256    gl    -1.58E+01    es    wrong
443643197043245056    en    -1.03E+02    en    correct
443643841363836928    en    -1.09E+02    en    correct
443644853189373952    eu    -2.71E+01    eu    correct
443645697662128128    es    -1.25E+02    es    correct
443645977837449217    en    -6.03E+01    en    correct
443652850900815872    gl    -1.47E+01    es    wrong
443655277402144768    es    -4.62E+01    es    correct
443655541362262016    es    -2.91E+01    es    correct
443655931575164928    en    -9.06E+01    en    correct
443657994870747136    es    -1.10E+02    es    correct
443658676923273216    es    -1.02E+02    es    correct
443662209491955712    es    -3.79E+01    es    correct
443663045047615489    pt    -4.06E+01    es    wrong
443663186177589248    pt    -1.34E+02    es    wrong
443666979699040256    es    -6.21E+01    es    correct
443670029738188800    es    -4.54E+01    es    correct
443670531439878144    es    -1.04E+02    es    correct
443672691032469504    es    -1.14E+02    es    correct
443677340942753792    gl    -3.00E+01    es    wrong
443688501830504448    pt    -2.72E+01    es    wrong
443691726746955776    en    -6.39E+01    es    wrong
443695641630629889    pt    -1.04E+01    es    wrong
443703576272306176    es    -7.33E+01    es    correct
443705879528226816    es    -9.00E+01    es    correct
443711277970763776    ca    -7.86E+01    es    wrong
443711296580878336    es    -7.54E+01    es    correct
443712636392583168    es    -2.54E+01    es    correct
443723741940703232    pt    -6.80E+01    es    wrong
443723947738431488    en    -4.71E+01    es    wrong
443738417953001472    es    -1.16E+02    es    correct
443739151838752768    en    -5.87E+01    es    wrong
443740542774833152    es    -2.30E+01    es    correct
443741871287074816    es    -1.29E+02    es    correct
443743598044258304    en    -1.25E+02    en    correct
443745577789308928    es    -4.60E+01    es    correct
443746349696417792    pt    -3.75E+01    eu    wrong
443748979617312768    ca    -6.66E+01    es    wrong
443749303409209344    pt    -9.89E+01    es    wrong
443753568223653889    en    -5.06E+01    en    correct
443754798886969344    eu    -6.09E+01    eu    correct
443756036319891456    es    -1.36E+02    es    correct
443758657269145600    en    -8.84E+01    en    correct
443759647238135808    pt    -6.05E+01    es    wrong
443759724501401600    pt    -2.06E+01    es    wrong
443764082643308544    pt    -5.92E+01    es    wrong
443767079418986496    eu    -3.89E+01    eu    correct
443771158966833152    es    -5.85E+01    es    correct
443773480111460352    es    -5.87E+01    es    correct
443784937465188352    es    -1.74E+01    es    correct
443785087164100609    ca    -4.92E+01    es    wrong
443787842901524480    pt    -2.37E+01    es    wrong
443790937521930240    es    -5.37E+01    es    correct
443792656469348352    pt    -3.41E+01    es    wrong
443795028234993664    es    -7.48E+01    es    correct
443796910915457024    es    -1.11E+02    es    correct
443797547933777920    ca    -5.32E+01    es    wrong
443797879812259840    pt    -5.67E+01    es    wrong
443799275013943296    es    -3.76E+01    es    correct
443801494283116545    pt    -4.06E+01    es    wrong
443806597941567489    pt    -2.37E+01    es    wrong
443807181729964032    gl    -3.98E+01    es    wrong
443808368139198464    gl    -1.79E+01    es    wrong
443808577162338304    es    -1.38E+02    es    correct
443808721811300352    es    -8.86E+01    es    correct
443808804963373056    es    -9.92E+01    es    correct
443810044774449152    es    -9.38E+01    es    correct
443810540260179968    pt    -1.55E+01    es    wrong
443814000317714432    pt    -1.07E+02    es    wrong
443814461930237952    en    -1.44E+02    en    correct
443815960857030656    eu    -7.78E+00    es    wrong
443817545209233408    es    -1.48E+02    es    correct
443818027289944066    es    -8.39E+01    es    correct
443818815672307712    gl    -1.94E+01    es    wrong
443818849839120385    es    -2.12E+01    es    correct
443818989131923457    es    -2.11E+01    es    correct
443819391185334272    pt    -4.26E+01    es    wrong
443822150341124096    eu    -3.10E+01    es    wrong
443823070625931264    es    -1.36E+02    es    correct
443823333575233536    es    -3.41E+01    es    correct
443825757811658752    es    -1.04E+02    es    correct
443826118517616640    es    -6.69E+01    es    correct
443829127557423104    pt    -5.98E+01    es    wrong
443829251318747136    es    -6.70E+01    es    correct
443831426375774208    en    -1.41E+02    en    correct
443834777603702784    pt    -5.30E+01    es    wrong
443834934520983552    pt    -1.53E+01    es    wrong
443835803165548544    en    -1.23E+02    en    correct
443836180434800640    en    -1.31E+02    en    correct
443837383457652737    pt    -2.91E+01    es    wrong
443838012565504001    en    -7.68E+00    es    wrong
443838463180562432    pt    -4.38E+01    es    wrong
443839849641308160    es    -6.86E+01    es    correct
443839881329250305    es    -5.82E+01    es    correct
443839942121488384    en    -8.51E+01    en    correct
443842929799729152    eu    -2.79E+01    eu    correct
443843271950102528    en    -8.96E+01    en    correct
443843688230567936    eu    -1.22E+02    eu    correct
443845845893799936    gl    -4.80E+01    es    wrong
443846184885829632    en    -9.39E+01    en    correct
443846567662211072    ca    -4.40E+01    es    wrong
443848019126263808    es    -1.06E+02    es    correct
443848806933987328    en    -1.38E+02    en    correct
443850681724968960    eu    -7.77E+01    es    wrong
443851940481744896    ca    -1.88E+01    es    wrong
443852115300343808    es    -5.46E+01    es    correct
443852551545692160    es    -9.81E+01    es    correct
443853042430279681    en    -1.06E+02    en    correct
443853490902032384    pt    -5.52E+01    es    wrong
443855434286641152    es    -6.05E+01    es    correct
443856713549348864    es    -3.35E+01    es    correct
443857288189988864    pt    -4.51E+01    es    wrong
443858147602870272    en    -5.19E+01    en    correct
443859857683525632    en    -4.83E+01    en    correct
443860497197445120    es    -7.72E+01    es    correct
443862546517614592    ca    -2.95E+01    es    wrong
443862598682157056    es    -2.49E+01    es    correct
443863883166797826    ca    -6.76E+01    es    wrong
443863992793313281    pt    -4.63E+01    es    wrong
443865243375378432    gl    -1.14E+01    eu    wrong
443866280844886016    es    -4.43E+01    es    correct
443868523342069760    es    -1.13E+02    es    correct
443868703294504960    es    -2.20E+01    es    correct
443868832764280832    en    -9.75E+01    en    correct
443868911684321280    en    -1.05E+02    en    correct
443869016084721664    en    -1.08E+02    en    correct
443871078008778752    es    -1.15E+02    es    correct
443871712825065472    en    -1.08E+02    en    correct
443872464305930240    en    -1.40E+02    en    correct
443873649301680128    en    -7.58E+01    en    correct
443873918819254272    en    -2.66E+01    en    correct
443875707555696640    en    -1.58E+01    es    wrong
443876431857459201    es    -8.41E+01    es    correct
443878696320258048    es    -6.62E+01    es    correct
443881227091996672    en    -2.73E+01    es    wrong
443881800814055424    en    -1.05E+02    en    correct
443883930010546176    es    -1.05E+02    es    correct
443896125507272705    gl    -2.69E+01    es    wrong
443896296387387392    en    -6.31E+01    en    correct
443897026812870656    en    -1.27E+02    en    correct
