TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
448208365555318784    gl    -2.94E+01    es    wrong
448208573483720704    en    -3.74E+01    es    wrong
448208751041208320    es    -6.33E+01    es    correct
448209824598458368    gl    -1.41E+02    es    wrong
448210233052377088    eu    -1.11E+02    eu    correct
448210482324070401    gl    -8.29E+01    es    wrong
448210642882023424    gl    -1.31E+02    es    wrong
448210867596050432    gl    -7.58E+01    es    wrong
448211275957682177    ca    -7.91E+01    es    wrong
448212661042683904    es    -2.52E+01    es    correct
448212923400593408    gl    -2.00E+02    es    wrong
448212968506146816    eu    -1.03E+02    eu    correct
448213516143841280    gl    -1.43E+02    es    wrong
448213925222682624    gl    -1.77E+02    es    wrong
448213973507514368    eu    -4.29E+01    es    wrong
448214758874161152    eu    -9.75E+01    eu    correct
448214842814787584    ca    -4.08E+01    es    wrong
448215156502593536    gl    -1.95E+02    es    wrong
448216912397619201    gl    -1.89E+02    es    wrong
448217260231237632    gl    -6.43E+01    es    wrong
448218227852967936    eu    -7.79E+01    es    wrong
448218504316354560    eu    -2.01E+01    eu    correct
448218895196102656    es    -1.43E+02    es    correct
448219068345364481    gl    -7.58E+01    es    wrong
448219514036318209    es    -2.23E+01    es    correct
448220834248015872    gl    -1.98E+02    es    wrong
448221245331746816    es    -2.28E+01    en    wrong
448222047345594368    pt    -1.26E+02    es    wrong
448222519796191233    es    -1.19E+02    es    correct
448224067070746624    eu    -2.76E+01    eu    correct
448224079376838656    gl    -2.53E+01    es    wrong
448225512251731968    eu    -1.53E+02    es    wrong
448226893851295744    eu    -4.99E+01    es    wrong
448227021429411840    eu    -1.90E+02    eu    correct
448227281404960768    es    -8.04E+01    es    correct
448227544958263296    es    -6.66E+01    es    correct
448227888287211520    es    -4.89E+01    es    correct
448227963524612096    pt    -6.94E+01    es    wrong
448228133872082944    es    -9.45E+01    eu    wrong
448229422219681793    gl    -4.68E+01    es    wrong
448229527593177088    gl    -7.08E+01    es    wrong
448229540582551552    eu    -1.42E+01    eu    correct
448229695130451968    ca    -9.99E+01    es    wrong
448229906972147712    gl    -8.38E+01    es    wrong
448230099046117377    eu    -6.77E+01    eu    correct
448230980583972864    en    -4.63E+01    es    wrong
448232109417979905    eu    -2.01E+02    eu    correct
448232245053386752    ca    -7.37E+01    es    wrong
448232343648894976    gl    -5.38E+01    es    wrong
448233012388708352    gl    -2.19E+02    es    wrong
448234043600306176    gl    -6.74E+01    es    wrong
448235138477223936    gl    -3.58E+01    es    wrong
448235773759070208    gl    -1.23E+02    es    wrong
448236327579172864    es    -1.18E+02    es    correct
448236603040075776    es    -5.44E+01    es    correct
448239297821683713    gl    -1.09E+02    es    wrong
448239556803186688    ca    -4.24E+01    es    wrong
448241945320886272    es    -5.01E+01    es    correct
448242747762544640    es    -1.90E+02    es    correct
448244314486087680    gl    -1.68E+02    es    wrong
448255298055462912    ca    -1.70E+02    es    wrong
448258532853690368    es    -5.15E+01    es    correct
448258816631902208    gl    -3.46E+01    es    wrong
448266707866759168    en    -9.67E+01    es    wrong
448307532524969984    es    -1.48E+02    es    correct
448350079519584256    gl    -2.06E+02    es    wrong
448350385837993984    gl    -1.61E+01    es    wrong
448353749506228226    gl    -1.60E+02    es    wrong
448355583155257344    gl    -4.20E+01    es    wrong
448356587674288129    es    -1.40E+02    es    correct
448362919622107137    gl    -1.55E+01    es    wrong
448368126514958336    gl    -1.74E+02    es    wrong
448376845223084032    es    -1.50E+02    es    correct
448388098117083136    en    -1.82E+02    en    correct
448388567820431360    gl    -1.05E+02    es    wrong
448408718687088640    gl    -2.03E+02    es    wrong
448409297043853312    ca    -1.34E+02    es    wrong
448415802765885441    gl    -1.34E+02    es    wrong
448416377691725824    gl    -1.41E+02    es    wrong
448424438821052416    gl    -1.32E+02    es    wrong
448426375654178816    en    -9.90E+01    en    correct
448428088628891648    pt    -4.91E+01    es    wrong
448430685817036800    gl    -9.81E+01    es    wrong
448431216694669312    gl    -1.84E+02    es    wrong
448432011372687360    es    -2.13E+02    es    correct
448434148555120640    gl    -1.96E+02    es    wrong
448435223534239744    pt    -8.34E+00    es    wrong
448440204467404800    gl    -7.25E+01    es    wrong
448440441000960000    es    -2.32E+01    es    correct
448440697381994496    es    -4.68E+01    es    correct
448440906560323584    gl    -7.62E+01    es    wrong
448453031383007233    es    -5.63E+01    es    correct
448454854168813568    es    -1.66E+02    es    correct
448459527336517632    gl    -9.56E+01    es    wrong
448466474534187008    es    -1.61E+02    es    correct
448471040898129920    en    -1.07E+02    en    correct
448471588179312640    eu    -6.30E+01    es    wrong
448473211261706241    gl    -2.13E+02    es    wrong
448474388355371008    gl    -1.29E+02    es    wrong
448475258375647232    es    -1.93E+02    es    correct
448480310821666816    gl    -9.80E+01    es    wrong
448486531171647488    eu    -2.75E+01    es    wrong
448488489081131008    en    -1.28E+02    en    correct
448489710386970626    eu    -6.93E+01    eu    correct
448492515768143872    pt    -6.51E+01    es    wrong
448496659996368896    ca    -1.14E+01    es    wrong
448498239428640769    gl    -1.66E+02    es    wrong
448504930094313473    gl    -2.18E+02    es    wrong
448508911466070016    gl    -2.06E+02    es    wrong
448509135324459009    gl    -3.03E+01    es    wrong
448514324345421824    en    -1.37E+02    es    wrong
448522132654661634    es    -2.81E+01    es    correct
448524357250588674    gl    -6.60E+01    es    wrong
448526173208084481    gl    -2.18E+02    es    wrong
448526958104948736    gl    -2.12E+02    es    wrong
448529778266877952    gl    -1.86E+02    es    wrong
448529918205644801    ca    -9.52E+01    es    wrong
448533634799378432    eu    -8.91E+01    eu    correct
448534316801622017    eu    -8.95E+01    es    wrong
448535193218195456    es    -1.65E+01    es    correct
448536082641338368    gl    -1.26E+02    es    wrong
448538246524710912    gl    -1.70E+02    es    wrong
448542743804264449    gl    -4.75E+01    es    wrong
448542961782251521    gl    -4.05E+01    es    wrong
448543249549262848    ca    -5.69E+01    es    wrong
448544173604757504    es    -1.10E+02    es    correct
448545881684705280    en    -7.17E+01    en    correct
448548826862067712    ca    -1.11E+02    es    wrong
448549555953729537    gl    -1.33E+02    es    wrong
448550908683894784    eu    -4.76E+01    es    wrong
448551645019136000    es    -1.94E+02    es    correct
448553011129114625    gl    -4.02E+01    es    wrong
448554372952494081    gl    -3.51E+01    es    wrong
448554376165355521    ca    -2.57E+01    es    wrong
448554843041710080    es    -1.10E+02    es    correct
448556401850593280    gl    -1.94E+02    es    wrong
448557240023515138    es    -5.12E+01    es    correct
448562634334679040    ca    -1.66E+02    es    wrong
448564909476175872    ca    -1.54E+02    es    wrong
448565584247422976    ca    -6.54E+01    es    wrong
448565875965456385    en    -9.23E+01    es    wrong
448566179058438145    en    -2.19E+02    es    wrong
448566581308964864    eu    -2.11E+02    eu    correct
448566820807905280    eu    -9.11E+01    eu    correct
448567334102659072    gl    -4.30E+01    es    wrong
448567676253007872    ca    -5.46E+01    es    wrong
448570401074192386    en    -5.56E+01    es    wrong
448570469357469696    gl    -1.68E+02    es    wrong
448571040021872642    gl    -1.50E+02    es    wrong
448571846355877888    eu    -1.89E+02    eu    correct
448572323713785856    gl    -3.31E+01    eu    wrong
448572640534736896    gl    -1.58E+02    es    wrong
448573608026439680    eu    -1.37E+02    eu    correct
448573984981139457    eu    -1.92E+01    es    wrong
448574239923535872    gl    -7.95E+01    es    wrong
448574595818598400    gl    -2.06E+02    es    wrong
448574792422420482    gl    -4.74E+01    es    wrong
448577281188167680    en    -1.28E+02    es    wrong
448578959224360960    eu    -2.04E+02    es    wrong
448580328710766592    eu    -8.51E+01    es    wrong
448581349537239040    gl    -1.14E+02    es    wrong
448581583503896576    gl    -9.35E+01    es    wrong
448581676877492224    en    -1.98E+02    en    correct
448582081632022529    es    -2.74E+01    es    correct
448582514354184193    gl    -1.08E+02    es    wrong
448582846228484096    gl    -1.17E+02    es    wrong
448583360131366912    eu    -5.52E+01    es    wrong
448591927798407169    gl    -1.01E+02    es    wrong
448593724315291648    es    -5.04E+00    en    wrong
448594621531443202    en    -7.72E+01    es    wrong
448601023922585600    gl    -9.00E+01    es    wrong
448601921050644480    gl    -4.98E+01    es    wrong
448606616125186049    es    -1.22E+01    es    correct
448608935009091584    gl    -3.26E+01    es    wrong
448617136408502272    eu    -1.43E+01    es    wrong
448629820273217536    gl    -2.08E+02    es    wrong
448657251067527168    es    -1.55E+02    es    correct
448687754294337536    es    -1.55E+02    es    correct
448690276182540288    es    -1.64E+02    es    correct
448693232072138753    gl    -9.26E+01    es    wrong
448698258538651648    eu    -3.63E+01    es    wrong
448708319960911872    gl    -1.84E+02    es    wrong
448714270101221376    gl    -1.02E+02    es    wrong
448715901349953536    eu    -5.37E+01    es    wrong
448716557037096960    en    -2.20E+02    en    correct
448716957882540032    eu    -3.79E+01    eu    correct
448718896410140672    gl    -9.31E+01    es    wrong
448719918276816896    gl    -7.50E+01    es    wrong
448722815643316225    eu    -7.77E+01    es    wrong
448723032568512512    gl    -3.50E+01    es    wrong
448723381664624640    gl    -1.94E+02    es    wrong
448723579778392065    gl    -8.76E+01    es    wrong
448724993669890048    gl    -9.49E+01    es    wrong
448727494544621568    gl    -6.37E+01    es    wrong
448727958497529856    es    -1.46E+02    es    correct
448730223945973761    ca    -2.11E+01    es    wrong
448736008520339456    en    -4.41E+01    es    wrong
448737592969019392    gl    -2.05E+02    es    wrong
448739601830907904    en    -1.31E+02    es    wrong
448747072125009920    en    -6.97E+01    es    wrong
448748190842781696    es    -1.78E+02    es    correct
448752448312979456    gl    -6.66E+01    es    wrong
448753710299377664    gl    -1.30E+02    es    wrong
448754502267858944    gl    -1.50E+02    es    wrong
448755985973518336    ca    -1.70E+02    es    wrong
448756801652420608    gl    -4.62E+01    es    wrong
448764187771412480    eu    -6.45E+01    eu    correct
448766164442046464    gl    -2.08E+02    es    wrong
448767563569594368    pt    -7.91E+01    es    wrong
448771661266190337    gl    -9.50E+01    es    wrong
448780454943260672    gl    -6.24E+01    es    wrong
448789023860211712    gl    -8.71E+01    es    wrong
448793867937398784    gl    -1.95E+02    es    wrong
448802265655439360    eu    -3.88E+01    eu    correct
448803063458193409    gl    -7.89E+01    es    wrong
448808857213874177    gl    -4.68E+01    es    wrong
448808975115763712    gl    -1.26E+02    es    wrong
448810732977934337    gl    -6.97E+01    es    wrong
448811581510791168    gl    -1.01E+02    es    wrong
448811729179664384    es    -1.05E+01    es    correct
448812357704486912    gl    -1.10E+02    es    wrong
448813580130197504    es    -4.23E+01    es    correct
448814594245419008    en    -1.59E+02    es    wrong
448818712385429504    gl    -1.84E+01    es    wrong
448826778220761088    gl    -6.49E+01    es    wrong
448828151960186880    gl    -1.02E+02    es    wrong
448828909820592128    gl    -9.41E+01    es    wrong
448829502081474560    es    -6.63E+01    es    correct
448831299856650240    en    -3.10E+01    es    wrong
448835917038780416    es    -6.68E+01    es    correct
448836824921018368    en    -3.96E+01    es    wrong
448844751882960896    gl    -3.90E+01    es    wrong
448847324811628544    gl    -7.28E+01    es    wrong
448848865853464576    eu    -1.74E+02    eu    correct
448851325628219392    gl    -1.87E+02    es    wrong
448851328832647168    ca    -1.77E+02    es    wrong
448854797945675776    es    -5.43E+01    es    correct
448855889429405698    gl    -3.80E+01    es    wrong
448858706793746432    eu    -3.09E+01    eu    correct
448859141076172800    gl    -5.90E+01    es    wrong
448859713103728640    gl    -7.54E+01    es    wrong
448861514389540864    gl    -1.05E+02    es    wrong
448861521032912897    es    -4.44E+01    es    correct
448862469650669568    gl    -1.19E+02    es    wrong
448864821606617089    en    -1.09E+02    en    correct
448872364420657152    gl    -2.15E+02    es    wrong
448872621267238914    gl    -1.07E+02    es    wrong
448874483664039939    gl    -1.89E+02    es    wrong
448888281447817216    ca    -1.38E+01    es    wrong
448889721855684608    gl    -5.36E+01    es    wrong
448893738547687424    ca    -3.77E+01    es    wrong
448894991025594368    gl    -2.17E+02    es    wrong
448896651194032128    gl    -5.76E+01    es    wrong
448900097678794752    en    -7.25E+01    en    correct
448901420847468544    gl    -3.80E+01    es    wrong
448901425620586497    pt    -4.48E+01    es    wrong
448902988019822592    eu    -7.57E+01    es    wrong
448903380199825410    ca    -5.20E+01    es    wrong
448903680990121985    gl    -3.95E+01    es    wrong
448904955953709056    gl    -5.80E+01    es    wrong
448906932192296960    eu    -7.78E+01    eu    correct
448907389023301632    gl    -4.68E+01    es    wrong
448908370490425344    eu    -2.20E+02    es    wrong
448910997139767297    gl    -7.31E+01    es    wrong
448911239872524288    gl    -1.90E+02    es    wrong
448913565337272322    en    -9.86E+01    es    wrong
448914443968450560    gl    -1.27E+02    es    wrong
448914879639224320    en    -1.36E+02    en    correct
448916057559162881    en    -1.27E+02    en    correct
448917616481275906    en    -5.21E+01    en    correct
448917798212075521    es    -1.85E+02    es    correct
448919379565375488    eu    -6.13E+01    eu    correct
448922426156400640    ca    -5.84E+01    eu    wrong
448922447891689472    es    -5.08E+01    es    correct
448922606868389889    en    -5.16E+01    es    wrong
448926432782450688    en    -5.95E+01    es    wrong
448927749902983168    gl    -1.20E+02    es    wrong
448928464721424384    eu    -1.39E+02    es    wrong
448928994386538496    gl    -1.86E+02    es    wrong
448930205672165376    es    -1.74E+02    es    correct
448931612286517248    gl    -7.47E+01    es    wrong
448931851147935745    gl    -2.35E+01    es    wrong
448932547113009152    en    -1.34E+02    es    wrong
448933127084593152    gl    -1.10E+02    es    wrong
448933202963755008    gl    -6.03E+01    es    wrong
448935419150082048    gl    -1.89E+02    es    wrong
448935637547487232    gl    -1.48E+02    es    wrong
448938212757897216    gl    -1.59E+02    es    wrong
448939510874005504    ca    -1.08E+02    es    wrong
448939912466006018    gl    -1.73E+01    es    wrong
448941068655288320    en    -9.25E+01    es    wrong
448941093259063296    eu    -3.95E+01    es    wrong
448941267255574528    gl    -1.11E+02    es    wrong
448941833474023424    ca    -7.56E+01    es    wrong
448943518367887360    en    -2.48E+01    es    wrong
448944132535627776    gl    -1.25E+02    es    wrong
448945234094063616    gl    -1.74E+02    es    wrong
448946466221215744    gl    -1.14E+02    es    wrong
448949755839008768    es    -4.76E+01    es    correct
448950091362369537    es    -1.59E+01    es    correct
448950534725443584    gl    -3.01E+01    es    wrong
448951812885073920    ca    -5.13E+01    es    wrong
448953077501292545    eu    -5.86E+01    es    wrong
448953306384461824    gl    -4.65E+01    es    wrong
448954375902621696    gl    -1.72E+02    es    wrong
448957031060602881    gl    -1.47E+02    es    wrong
448957248317165569    es    -1.22E+01    eu    wrong
448967157574295552    gl    -1.01E+02    es    wrong
448970489802014721    eu    -5.90E+01    eu    correct
448972793976471552    es    -1.76E+02    es    correct
448976200166551553    gl    -1.48E+02    es    wrong
448977368330567680    en    -1.17E+02    es    wrong
448978051448471552    es    -8.56E+01    es    correct
448985940477100034    gl    -5.16E+01    es    wrong
448989397959327744    ca    -1.03E+02    es    wrong
449043171000201216    eu    -1.87E+02    eu    correct
449072833424281600    gl    -6.07E+01    es    wrong
449073428457586688    gl    -8.76E+01    es    wrong
449075121060597760    es    -1.27E+01    es    correct
449076455910424576    en    -7.53E+01    es    wrong
449079054449524736    gl    -1.84E+02    es    wrong
449079058912256000    gl    -1.55E+01    es    wrong
449082093231149056    es    -1.29E+01    es    correct
449084982284529664    pt    -3.24E+01    es    wrong
449085904725229568    gl    -1.88E+02    es    wrong
449087252002779136    es    -1.80E+02    es    correct
449089266828988416    gl    -1.76E+02    es    wrong
449089539383242752    es    -1.28E+02    es    correct
449096062494867456    gl    -1.72E+02    es    wrong
449099846885310464    eu    -6.42E+01    eu    correct
449103038406746112    es    -1.49E+02    es    correct
449106781919518720    es    -2.06E+02    es    correct
449117877871050752    gl    -2.02E+02    es    wrong
449119640082731009    gl    -1.67E+02    es    wrong
449120888727027712    gl    -8.53E+01    es    wrong
449121345633533952    gl    -1.13E+02    es    wrong
449121883892752384    eu    -5.03E+01    eu    correct
449123337101664256    eu    -8.70E+01    eu    correct
449125569566101504    ca    -1.14E+02    es    wrong
449128799746424832    en    -1.93E+02    es    wrong
449131520591413248    es    -8.28E+01    es    correct
449132963796889600    es    -3.36E+01    es    correct
449136912516014080    es    -3.95E+01    es    correct
449139892887760896    en    -1.02E+02    en    correct
449141767007657984    ca    -7.19E+01    es    wrong
449148064859967488    gl    -9.45E+01    es    wrong
449153849316872194    gl    -4.11E+01    es    wrong
449162012686565377    gl    -4.36E+01    es    wrong
449164575242739712    en    -7.99E+01    es    wrong
449164676379971584    gl    -1.58E+02    es    wrong
449167056462962688    gl    -1.43E+02    es    wrong
449168791986262016    gl    -9.31E+01    es    wrong
449169047444533248    es    -1.44E+02    es    correct
449169514794860544    es    -5.64E+01    es    correct
449170404566106112    gl    -3.67E+01    es    wrong
449172008757387264    ca    -2.02E+02    es    wrong
449178969569779712    gl    -1.68E+02    es    wrong
449181291553234945    pt    -7.01E+01    es    wrong
449182978724605952    ca    -1.09E+02    es    wrong
449189984189546496    gl    -1.81E+02    es    wrong
449191050838802432    gl    -9.08E+01    es    wrong
449191537730392064    gl    -7.72E+01    es    wrong
449192148383301632    gl    -4.69E+01    es    wrong
449192346618712064    gl    -5.34E+01    es    wrong
449193114323136512    gl    -6.58E+01    es    wrong
449196116463345664    gl    -6.08E+01    es    wrong
449200064029011968    gl    -9.16E+01    es    wrong
449200597418672128    gl    -1.53E+02    es    wrong
449202049901940736    gl    -1.28E+02    es    wrong
449204096432889856    gl    -4.49E+01    es    wrong
449205186314399744    gl    -4.16E+01    es    wrong
449207147994574848    ca    -1.03E+02    es    wrong
449207473170575361    gl    -8.44E+01    es    wrong
449210267709480961    gl    -2.03E+02    es    wrong
449210422638673920    eu    -2.67E+01    eu    correct
449216584109002754    gl    -1.34E+02    es    wrong
449216616954593280    ca    -2.01E+02    es    wrong
449223608314134528    eu    -7.92E+01    es    wrong
449224762179719168    gl    -1.52E+02    es    wrong
449227671869063169    pt    -5.16E+01    es    wrong
449232209556537344    es    -2.94E+01    es    correct
449234173979807745    eu    -1.57E+02    es    wrong
449239879944519680    es    -1.13E+02    es    correct
449241990224699392    gl    -4.67E+01    es    wrong
449244511907360768    es    -2.10E+02    es    correct
449245133335437312    es    -2.03E+02    es    correct
449245524617867265    gl    -4.87E+01    es    wrong
449246337952129024    gl    -9.53E+01    es    wrong
449249133116006400    gl    -6.77E+01    es    wrong
449249325009604608    eu    -6.79E+01    eu    correct
449255202349383680    es    -1.65E+02    es    correct
449259648903024642    es    -1.41E+02    es    correct
449260695407067136    gl    -1.90E+02    es    wrong
449261444673331200    gl    -3.89E+01    es    wrong
449261948912558081    en    -1.76E+02    es    wrong
449263502805708800    gl    -2.11E+02    es    wrong
449263799649202178    pt    -5.03E+01    es    wrong
449266729198567426    gl    -2.05E+02    es    wrong
449267024276258816    gl    -1.73E+02    es    wrong
449269719548588033    gl    -6.12E+01    es    wrong
449269802394472448    ca    -7.08E+01    es    wrong
449269915217039360    eu    -9.73E+01    es    wrong
449270004215996416    gl    -6.27E+01    es    wrong
449270599291256832    ca    -6.36E+01    es    wrong
449272075312963584    gl    -7.77E+01    es    wrong
449278007450947585    es    -2.06E+01    es    correct
449280515166990336    gl    -1.62E+02    es    wrong
449281856257921024    en    -1.73E+02    es    wrong
449282552923422720    gl    -6.67E+01    es    wrong
449284584191303680    es    -4.33E+01    es    correct
449285957272240128    ca    -1.19E+02    es    wrong
449286037874171904    es    -8.31E+00    es    correct
449286100675489792    eu    -1.39E+02    es    wrong
449287768112644098    en    -5.29E+01    en    correct
449288824125157376    gl    -7.79E+01    es    wrong
449290638660739072    es    -2.69E+01    es    correct
449294341518147584    gl    -4.50E+01    es    wrong
449294923930820608    gl    -9.87E+01    es    wrong
449295262264360961    eu    -4.08E+01    es    wrong
449295788469137408    es    -1.60E+02    es    correct
449299229216108545    gl    -1.30E+02    es    wrong
449299629847613440    en    -6.30E+01    es    wrong
449302340747935744    gl    -1.43E+02    es    wrong
449302505986744320    es    -1.72E+02    es    correct
449303191839342594    eu    -6.28E+01    eu    correct
449303200794177536    gl    -2.03E+02    es    wrong
449303346055507968    gl    -9.50E+01    es    wrong
449303665267179520    gl    -1.03E+02    es    wrong
449303977134686208    en    -5.37E+01    eu    wrong
449305621364756480    eu    -1.35E+02    eu    correct
449305886935506944    es    -1.18E+02    es    correct
449307655715450880    en    -1.17E+01    en    correct
449308407267598336    gl    -2.01E+02    es    wrong
449308412321730561    pt    -6.53E+01    es    wrong
449308674725801984    es    -6.06E+01    es    correct
449310052533669888    gl    -1.12E+02    es    wrong
449310698536194048    gl    -1.13E+02    es    wrong
449310837875150848    gl    -9.40E+01    es    wrong
449312542696144896    es    -5.09E+01    es    correct
449312945726828544    en    -7.76E+01    en    correct
449313687317512192    pt    -8.02E+01    es    wrong
449314438538358784    gl    -4.22E+01    es    wrong
449317326010478592    gl    -1.26E+02    es    wrong
449319004231196673    gl    -5.50E+01    es    wrong
449319188189179905    en    -7.16E+01    es    wrong
449320525685616640    es    -9.73E+00    es    correct
449321246120226816    es    -1.41E+02    es    correct
449321263807614977    gl    -1.00E+02    es    wrong
449321845251375104    eu    -5.73E+01    es    wrong
449322983761248258    es    -9.24E+01    es    correct
449326091350855680    gl    -9.86E+01    es    wrong
449328359391379456    gl    -1.77E+02    es    wrong
449328960095395840    gl    -1.87E+02    es    wrong
449332043370209280    es    -1.03E+02    es    correct
449333243872301056    eu    -4.63E+01    es    wrong
449335239522140160    es    -7.99E+01    es    correct
449337517649956864    es    -6.38E+01    es    correct
449350573130010625    es    -3.12E+01    es    correct
449359583212228608    es    -1.09E+01    es    correct
449360457338716160    gl    -9.05E+01    es    wrong
449368474847313920    gl    -1.15E+02    es    wrong
449400224604512256    gl    -1.02E+02    es    wrong
449429636494405632    gl    -1.87E+02    es    wrong
449431496458514432    gl    -7.08E+01    es    wrong
449441469997547520    en    -3.45E+01    en    correct
449448452406407168    eu    -1.50E+02    es    wrong
449450288450400256    gl    -9.99E+01    es    wrong
449451581092929536    gl    -2.16E+02    es    wrong
449454325572861952    en    -1.18E+02    en    correct
449454518640844800    ca    -1.09E+02    es    wrong
449460850609643520    es    -5.54E+01    es    correct
449465121958793216    eu    -5.39E+01    es    wrong
449471363796185088    gl    -9.04E+01    es    wrong
449478269717712896    gl    -8.83E+01    es    wrong
449483726091997184    gl    -6.74E+01    es    wrong
449487177547022336    gl    -9.15E+01    es    wrong
449491720322158592    gl    -9.60E+01    es    wrong
449493582295339008    gl    -1.84E+02    es    wrong
449505961439682561    es    -5.80E+01    en    wrong
449508533298810880    gl    -3.53E+01    es    wrong
449509809063481345    gl    -1.15E+02    es    wrong
449511567986819073    es    -2.99E+01    es    correct
449519214102335488    gl    -5.45E+01    es    wrong
449520809686859777    gl    -1.47E+02    es    wrong
449533439428276224    gl    -1.75E+02    es    wrong
449534241119170560    es    -4.72E+01    es    correct
449536744904740864    gl    -9.86E+01    es    wrong
449537279057747968    eu    -6.28E+01    es    wrong
449537552421486592    en    -1.43E+02    en    correct
449538202312130562    gl    -4.59E+01    es    wrong
449545571167383552    gl    -8.39E+01    es    wrong
449546343468773376    gl    -2.08E+02    es    wrong
449547654981496833    eu    -3.08E+01    eu    correct
449548983883804672    gl    -7.00E+01    es    wrong
449554699013070848    gl    -4.52E+01    es    wrong
449554929255206912    ca    -6.31E+01    es    wrong
449555695940431872    eu    -1.51E+02    eu    correct
449558076170194945    es    -1.55E+01    es    correct
449559408218226688    en    -1.51E+02    es    wrong
449560704056844289    gl    -6.40E+01    es    wrong
449561143015931904    gl    -1.08E+02    es    wrong
449561175307845632    gl    -1.77E+02    es    wrong
449562097790500864    gl    -5.77E+01    es    wrong
449564239020449792    eu    -4.56E+01    eu    correct
449567674449022977    gl    -3.62E+01    es    wrong
449577734952742913    gl    -6.77E+01    es    wrong
449579227235774464    ca    -1.82E+02    es    wrong
449579850882646016    es    -3.98E+01    es    correct
449582628992450560    gl    -2.14E+02    es    wrong
449586831383093248    pt    -4.11E+01    es    wrong
449596086970486784    gl    -4.35E+01    es    wrong
449617918285074432    gl    -3.41E+01    es    wrong
449622088606023680    en    -1.22E+02    en    correct
449627062102654976    eu    -1.50E+02    eu    correct
449630822954700800    eu    -4.70E+01    eu    correct
449631728689504256    gl    -1.13E+02    es    wrong
449632021409988608    eu    -4.51E+01    eu    correct
449632279124770816    ca    -8.25E+01    es    wrong
449632297483247616    gl    -6.72E+01    es    wrong
449632629953155072    gl    -1.10E+02    es    wrong
449634296509509633    en    -9.01E+01    es    wrong
449638995774173184    gl    -3.84E+01    es    wrong
449639290830852096    en    -4.28E+01    en    correct
449639559836762112    gl    -2.50E+01    es    wrong
449641335742795776    es    -1.72E+02    es    correct
449642602338746368    gl    -4.24E+01    es    wrong
449648109489254400    es    -1.43E+02    es    correct
449654966459068416    es    -6.60E+01    es    correct
449655786420338688    ca    -1.95E+02    es    wrong
449655806267768832    gl    -4.53E+01    es    wrong
449656051504521216    gl    -2.44E+01    es    wrong
449656776024399873    gl    -6.21E+01    es    wrong
449658202607878144    gl    -6.40E+01    es    wrong
449661726678867968    gl    -9.21E+01    es    wrong
449661825152733184    en    -1.66E+02    es    wrong
449665631957561345    es    -4.37E+01    es    correct
449671050788634625    gl    -1.37E+02    es    wrong
449671970854928384    eu    -1.38E+02    eu    correct
449672877110210560    es    -1.76E+01    es    correct
449672886467715072    es    -2.65E+01    es    correct
449673330514464768    ca    -6.23E+01    es    wrong
449675498806079488    en    -8.58E+01    es    wrong
449675800942764032    ca    -4.64E+01    es    wrong
449678583150440448    es    -1.29E+01    es    correct
449678651995738112    en    -4.45E+01    es    wrong
449681422182535169    gl    -1.29E+02    es    wrong
449682244798791680    gl    -2.10E+02    es    wrong
449683240870502400    es    -1.80E+01    es    correct
449684674034794496    gl    -1.09E+02    es    wrong
449688270323326978    es    -1.22E+01    es    correct
449691973805670401    gl    -7.29E+01    es    wrong
449693244298125312    eu    -6.40E+01    eu    correct
449699137240694784    ca    -4.70E+01    es    wrong
449701584499662848    es    -1.83E+02    es    correct
449713154076205056    gl    -4.63E+01    es    wrong
449725371773386752    gl    -6.94E+01    es    wrong
449727487388692480    eu    -8.66E+01    eu    correct
449728379215183872    en    -8.10E+01    es    wrong
449791332098523136    gl    -1.89E+02    es    wrong
449794588971384833    eu    -5.93E+01    es    wrong
449807247401828352    gl    -5.66E+01    es    wrong
449808107854897152    gl    -3.03E+01    es    wrong
449818200549900288    gl    -7.91E+01    es    wrong
449819965492064256    es    -1.33E+01    es    correct
449822557529980928    eu    -4.79E+00    eu    correct
449823172301688832    gl    -1.36E+02    es    wrong
449824062525952000    gl    -4.96E+01    es    wrong
449824993627893760    gl    -8.62E+01    es    wrong
449828042144501760    eu    -1.59E+02    eu    correct
449829798475743232    en    -6.51E+01    es    wrong
449830617786880000    gl    -1.72E+01    es    wrong
449832493190217728    gl    -8.03E+01    es    wrong
449832835818745856    gl    -1.38E+02    es    wrong
449835349054066688    gl    -1.79E+02    es    wrong
449837464828788737    eu    -2.04E+01    eu    correct
449837860536221696    es    -1.29E+01    es    correct
449838123313528832    gl    -5.87E+01    es    wrong
449840278229508096    gl    -1.26E+02    es    wrong
449843423231901696    gl    -1.68E+02    es    wrong
449847516075687936    gl    -1.99E+02    es    wrong
449848760450166785    gl    -2.14E+01    es    wrong
449850797153849346    gl    -7.89E+01    es    wrong
449851537402380288    gl    -6.53E+01    es    wrong
449852077402255360    eu    -1.12E+02    es    wrong
449853645811879936    es    -2.72E+01    es    correct
449857472422219776    ca    -5.45E+01    es    wrong
449857514004574208    es    -5.80E+01    es    correct
449858418191650816    en    -1.35E+02    es    wrong
449860203337744384    gl    -1.98E+02    es    wrong
449862179702206465    gl    -1.13E+02    es    wrong
449863923446341632    en    -6.13E+01    en    correct
449865003144069120    gl    -5.57E+01    es    wrong
449868184104222720    eu    -8.08E+01    es    wrong
