TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
448242747762544640    gl    -2.05E+02    es wrong
448244314486087680    gl    -1.81E+02    es wrong
448255298055462912    gl    -1.79E+02    es wrong
448258532853690368    eu    -5.48E+01    es wrong
448258816631902208    gl    -3.45E+01    es wrong
448266707866759168    eu    -1.02E+02    es wrong
448307532524969984    eu    -1.64E+02    es wrong
448350079519584256    gl    -2.17E+02    es wrong
448350385837993984    gl    -1.71E+01    es wrong
448353749506228226    gl    -1.68E+02    es wrong
448355583155257344    eu    -4.32E+01    es wrong
448356587674288129    eu    -1.52E+02    es wrong
448362919622107137    gl    -1.36E+01    es wrong
448368126514958336    eu    -1.83E+02    es wrong
448376845223084032    eu    -1.63E+02    es wrong
448388098117083136    en    -1.97E+02    en correct
448388567820431360    gl    -1.11E+02    es wrong
448408718687088640    gl    -2.15E+02    es wrong
448409297043853312    eu    -1.43E+02    es wrong
448415802765885441    gl    -1.43E+02    es wrong
448416377691725824    gl    -1.52E+02    es wrong
448424438821052416    eu    -1.38E+02    es wrong
448426375654178816    en    -1.06E+02    en correct
448428088628891648    eu    -5.10E+01    es wrong
448430685817036800    gl    -1.04E+02    es wrong
448431216694669312    eu    -1.98E+02    es wrong
448432011372687360    gl    -2.25E+02    es wrong
448434148555120640    gl    -2.06E+02    es wrong
448435223534239744    pt    -9.03E+00    es wrong
448440204467404800    gl    -7.57E+01    es wrong
448440441000960000    eu    -2.58E+01    es wrong
448440697381994496    eu    -4.81E+01    es wrong
448440906560323584    eu    -7.96E+01    es wrong
448453031383007233    eu    -5.86E+01    es wrong
448454854168813568    es    -1.80E+02    es correct
448459527336517632    gl    -1.00E+02    es wrong
448466474534187008    eu    -1.73E+02    es wrong
448471040898129920    en    -1.17E+02    en correct
448471588179312640    eu    -6.56E+01    es wrong
448473211261706241    gl    -2.26E+02    es wrong
448474388355371008    gl    -1.35E+02    es wrong
448475258375647232    gl    -1.99E+02    es wrong
448480310821666816    eu    -1.03E+02    es wrong
448486531171647488    eu    -2.92E+01    es wrong
448488489081131008    en    -1.35E+02    en correct
448489710386970626    eu    -7.03E+01    eu correct
448492515768143872    gl    -6.97E+01    es wrong
448496659996368896    eu    -1.05E+01    es wrong
448498239428640769    gl    -1.77E+02    es wrong
448504930094313473    gl    -2.31E+02    es wrong
448508911466070016    gl    -2.14E+02    es wrong
448509135324459009    eu    -3.19E+01    es wrong
448514324345421824    eu    -1.45E+02    es wrong
448522132654661634    gl    -2.87E+01    es wrong
448524357250588674    gl    -6.88E+01    es wrong
448526173208084481    gl    -2.33E+02    es wrong
448526958104948736    gl    -2.25E+02    es wrong
448529778266877952    gl    -1.97E+02    es wrong
448529918205644801    eu    -9.93E+01    es wrong
448533634799378432    eu    -8.95E+01    eu correct
448534316801622017    eu    -9.08E+01    es wrong
448535193218195456    gl    -1.81E+01    es wrong
448536082641338368    gl    -1.30E+02    es wrong
448538246524710912    gl    -1.80E+02    es wrong
448542743804264449    eu    -5.10E+01    es wrong
448542961782251521    eu    -4.30E+01    es wrong
448543249549262848    eu    -6.02E+01    es wrong
448544173604757504    eu    -1.20E+02    es wrong
448545881684705280    en    -7.90E+01    en correct
448548826862067712    eu    -1.16E+02    es wrong
448549555953729537    gl    -1.42E+02    es wrong
448550908683894784    eu    -4.78E+01    es wrong
448551645019136000    gl    -2.00E+02    es wrong
448553011129114625    gl    -4.28E+01    es wrong
448554372952494081    gl    -3.70E+01    es wrong
448554376165355521    gl    -2.69E+01    es wrong
448554843041710080    eu    -1.14E+02    es wrong
448556401850593280    gl    -2.05E+02    es wrong
448557240023515138    gl    -5.72E+01    es wrong
448562634334679040    gl    -1.78E+02    es wrong
448564909476175872    gl    -1.65E+02    es wrong
448565584247422976    eu    -6.90E+01    es wrong
448565875965456385    gl    -9.72E+01    es wrong
448566179058438145    eu    -2.32E+02    es wrong
448566581308964864    eu    -2.14E+02    eu correct
448566820807905280    eu    -9.23E+01    eu correct
448567334102659072    gl    -4.51E+01    es wrong
448567676253007872    eu    -5.90E+01    es wrong
448570401074192386    eu    -5.92E+01    es wrong
448570469357469696    eu    -1.81E+02    es wrong
448571040021872642    gl    -1.57E+02    es wrong
448571846355877888    eu    -1.90E+02    eu correct
448572323713785856    eu    -3.36E+01    eu correct
448572640534736896    gl    -1.65E+02    es wrong
448573608026439680    eu    -1.38E+02    eu correct
448573984981139457    eu    -1.95E+01    es wrong
448574239923535872    gl    -8.42E+01    es wrong
448574595818598400    gl    -2.10E+02    es wrong
448574792422420482    gl    -5.03E+01    es wrong
448577281188167680    en    -1.38E+02    es wrong
448578959224360960    eu    -2.12E+02    es wrong
448580328710766592    eu    -8.81E+01    es wrong
448581349537239040    eu    -1.22E+02    es wrong
448581583503896576    gl    -9.84E+01    es wrong
448581676877492224    en    -2.16E+02    en correct
448582081632022529    gl    -3.00E+01    es wrong
448582514354184193    gl    -1.17E+02    es wrong
448582846228484096    gl    -1.23E+02    es wrong
448583360131366912    eu    -5.59E+01    es wrong
448591927798407169    gl    -1.08E+02    es wrong
448593724315291648    en    -4.80E+00    en correct
448594621531443202    gl    -8.27E+01    es wrong
448601023922585600    gl    -9.25E+01    es wrong
448601921050644480    gl    -5.54E+01    es wrong
448606616125186049    es    -1.34E+01    es correct
448608935009091584    gl    -3.35E+01    es wrong
448617136408502272    eu    -1.42E+01    es wrong
448629820273217536    gl    -2.18E+02    es wrong
448657251067527168    eu    -1.65E+02    es wrong
448687754294337536    eu    -1.68E+02    es wrong
448690276182540288    eu    -1.73E+02    es wrong
448693232072138753    gl    -9.77E+01    es wrong
448698258538651648    eu    -3.78E+01    es wrong
448708319960911872    gl    -1.94E+02    es wrong
448714270101221376    eu    -1.08E+02    es wrong
448715901349953536    eu    -5.53E+01    es wrong
448716557037096960    en    -2.42E+02    en correct
448716957882540032    eu    -3.76E+01    eu correct
448718896410140672    gl    -9.37E+01    es wrong
448719918276816896    gl    -7.96E+01    es wrong
448722815643316225    eu    -8.04E+01    es wrong
448723032568512512    gl    -3.53E+01    es wrong
448723381664624640    gl    -2.03E+02    es wrong
448723579778392065    gl    -9.53E+01    es wrong
448724993669890048    gl    -9.89E+01    es wrong
448727494544621568    gl    -6.69E+01    es wrong
448727958497529856    eu    -1.61E+02    es wrong
448730223945973761    ca    -2.25E+01    es wrong
448736008520339456    en    -4.77E+01    es wrong
448737592969019392    gl    -2.15E+02    es wrong
448739601830907904    en    -1.37E+02    es wrong
448747072125009920    en    -7.47E+01    es wrong
448748190842781696    es    -1.93E+02    es correct
448752448312979456    gl    -7.00E+01    es wrong
448753710299377664    gl    -1.38E+02    es wrong
448754502267858944    gl    -1.60E+02    es wrong
448755985973518336    eu    -1.80E+02    es wrong
448756801652420608    gl    -4.90E+01    es wrong
448764187771412480    eu    -6.62E+01    eu correct
448766164442046464    gl    -2.20E+02    es wrong
448767563569594368    gl    -8.47E+01    es wrong
448771661266190337    eu    -9.98E+01    es wrong
448780454943260672    gl    -6.45E+01    es wrong
448789023860211712    eu    -9.19E+01    es wrong
448793867937398784    gl    -2.05E+02    es wrong
448802265655439360    eu    -3.81E+01    eu correct
448803063458193409    eu    -8.51E+01    es wrong
448808857213874177    eu    -5.01E+01    es wrong
448808975115763712    gl    -1.36E+02    es wrong
448810732977934337    gl    -7.45E+01    es wrong
448811581510791168    gl    -1.07E+02    es wrong
448811729179664384    es    -1.06E+01    es correct
448812357704486912    gl    -1.17E+02    es wrong
448813580130197504    eu    -4.50E+01    es wrong
448814594245419008    gl    -1.71E+02    es wrong
448818712385429504    eu    -1.96E+01    es wrong
448826778220761088    gl    -6.64E+01    es wrong
448828151960186880    gl    -1.09E+02    es wrong
448828909820592128    gl    -1.01E+02    es wrong
448829502081474560    gl    -7.12E+01    es wrong
448831299856650240    en    -3.22E+01    es wrong
448835917038780416    eu    -7.43E+01    es wrong
448836824921018368    eu    -4.18E+01    es wrong
448844751882960896    gl    -4.12E+01    es wrong
448847324811628544    gl    -7.78E+01    es wrong
448848865853464576    eu    -1.76E+02    eu correct
448851325628219392    gl    -1.90E+02    es wrong
448851328832647168    ca    -1.81E+02    es wrong
448854797945675776    eu    -5.70E+01    es wrong
448855889429405698    gl    -4.13E+01    es wrong
448858706793746432    eu    -2.91E+01    eu correct
448859141076172800    gl    -5.98E+01    es wrong
448859713103728640    gl    -7.77E+01    es wrong
448861514389540864    gl    -1.11E+02    es wrong
448861521032912897    eu    -4.71E+01    es wrong
448862469650669568    gl    -1.25E+02    es wrong
448864821606617089    en    -1.18E+02    en correct
448872364420657152    gl    -2.23E+02    es wrong
448872621267238914    gl    -1.13E+02    es wrong
448874483664039939    gl    -2.02E+02    es wrong
448888281447817216    gl    -1.43E+01    es wrong
448889721855684608    gl    -5.60E+01    es wrong
448893738547687424    eu    -3.82E+01    es wrong
448894991025594368    gl    -2.34E+02    es wrong
448896651194032128    gl    -6.01E+01    es wrong
448900097678794752    en    -7.73E+01    en correct
448901420847468544    gl    -3.95E+01    es wrong
448901425620586497    gl    -4.65E+01    es wrong
448902988019822592    eu    -7.67E+01    es wrong
448903380199825410    eu    -5.47E+01    es wrong
448903680990121985    gl    -4.09E+01    es wrong
448904955953709056    gl    -6.16E+01    es wrong
448906932192296960    eu    -7.90E+01    eu correct
448907389023301632    eu    -4.86E+01    es wrong
448908370490425344    eu    -2.28E+02    es wrong
448910997139767297    gl    -7.68E+01    es wrong
448911239872524288    gl    -2.04E+02    es wrong
448913565337272322    eu    -1.03E+02    es wrong
448914443968450560    gl    -1.36E+02    es wrong
448914879639224320    en    -1.43E+02    en correct
448916057559162881    en    -1.36E+02    en correct
448917616481275906    en    -5.63E+01    en correct
448917798212075521    gl    -1.98E+02    es wrong
448919379565375488    eu    -6.07E+01    eu correct
448922426156400640    eu    -5.94E+01    eu correct
448922447891689472    ca    -5.44E+01    es wrong
448922606868389889    gl    -5.48E+01    es wrong
448926432782450688    eu    -6.46E+01    es wrong
448927749902983168    gl    -1.28E+02    es wrong
448928464721424384    eu    -1.44E+02    es wrong
448928994386538496    gl    -1.98E+02    es wrong
448930205672165376    eu    -1.88E+02    es wrong
448931612286517248    gl    -8.04E+01    es wrong
448931851147935745    gl    -2.45E+01    es wrong
448932547113009152    en    -1.45E+02    es wrong
448933127084593152    eu    -1.20E+02    es wrong
448933202963755008    gl    -6.25E+01    es wrong
448935419150082048    eu    -2.05E+02    es wrong
448935637547487232    gl    -1.57E+02    es wrong
448938212757897216    gl    -1.72E+02    es wrong
448939510874005504    eu    -1.11E+02    es wrong
448939912466006018    gl    -1.85E+01    es wrong
448941068655288320    en    -1.00E+02    es wrong
448941093259063296    eu    -4.02E+01    es wrong
448941267255574528    eu    -1.19E+02    es wrong
448941833474023424    ca    -8.07E+01    es wrong
448943518367887360    en    -2.67E+01    es wrong
448944132535627776    gl    -1.33E+02    es wrong
448945234094063616    gl    -1.84E+02    es wrong
448946466221215744    gl    -1.23E+02    es wrong
448949755839008768    gl    -5.25E+01    es wrong
448950091362369537    es    -1.77E+01    es correct
448950534725443584    gl    -3.06E+01    es wrong
448951812885073920    ca    -5.52E+01    es wrong
448953077501292545    eu    -6.01E+01    es wrong
448953306384461824    gl    -4.94E+01    es wrong
448954375902621696    gl    -1.85E+02    es wrong
448957031060602881    eu    -1.55E+02    es wrong
448957248317165569    ca    -1.28E+01    eu wrong
448967157574295552    eu    -1.04E+02    es wrong
448970489802014721    eu    -5.79E+01    eu correct
448972793976471552    gl    -1.86E+02    es wrong
448976200166551553    gl    -1.59E+02    es wrong
448977368330567680    en    -1.24E+02    es wrong
448978051448471552    gl    -9.01E+01    es wrong
448985940477100034    eu    -5.46E+01    es wrong
448989397959327744    gl    -1.10E+02    es wrong
449043171000201216    eu    -1.90E+02    eu correct
449072833424281600    gl    -6.42E+01    es wrong
449073428457586688    gl    -9.19E+01    es wrong
449075121060597760    gl    -1.32E+01    es wrong
449076455910424576    en    -8.01E+01    es wrong
449079054449524736    gl    -1.99E+02    es wrong
449079058912256000    gl    -1.36E+01    es wrong
449082093231149056    es    -1.09E+01    es correct
449084982284529664    gl    -3.33E+01    es wrong
449085904725229568    gl    -1.99E+02    es wrong
449087252002779136    eu    -1.90E+02    es wrong
449089266828988416    gl    -1.84E+02    es wrong
449089539383242752    gl    -1.35E+02    es wrong
449096062494867456    gl    -1.84E+02    es wrong
449099846885310464    eu    -6.40E+01    eu correct
449103038406746112    eu    -1.64E+02    es wrong
449106781919518720    gl    -2.19E+02    es wrong
449117877871050752    gl    -2.16E+02    es wrong
449119640082731009    gl    -1.74E+02    es wrong
449120888727027712    gl    -8.99E+01    es wrong
449121345633533952    gl    -1.18E+02    es wrong
449121883892752384    eu    -5.06E+01    eu correct
449123337101664256    eu    -8.69E+01    eu correct
449125569566101504    gl    -1.20E+02    es wrong
449128799746424832    gl    -2.04E+02    es wrong
449131520591413248    es    -9.26E+01    es correct
449132963796889600    es    -3.79E+01    es correct
449136912516014080    es    -4.33E+01    es correct
449139892887760896    en    -1.12E+02    en correct
449141767007657984    eu    -7.33E+01    es wrong
449148064859967488    gl    -9.84E+01    es wrong
449153849316872194    gl    -4.12E+01    es wrong
449162012686565377    gl    -4.55E+01    es wrong
449164575242739712    eu    -8.48E+01    es wrong
449164676379971584    eu    -1.67E+02    es wrong
449167056462962688    eu    -1.51E+02    es wrong
449168791986262016    gl    -9.94E+01    es wrong
449169047444533248    ca    -1.54E+02    es wrong
449169514794860544    gl    -6.01E+01    es wrong
449170404566106112    gl    -3.89E+01    es wrong
449172008757387264    gl    -2.14E+02    es wrong
449178969569779712    gl    -1.77E+02    es wrong
449181291553234945    eu    -7.18E+01    es wrong
449182978724605952    eu    -1.14E+02    es wrong
449189984189546496    gl    -1.91E+02    es wrong
449191050838802432    gl    -9.48E+01    es wrong
449191537730392064    gl    -8.23E+01    es wrong
449192148383301632    gl    -4.97E+01    es wrong
449192346618712064    gl    -5.69E+01    es wrong
449193114323136512    eu    -7.10E+01    es wrong
449196116463345664    eu    -6.36E+01    es wrong
449200064029011968    gl    -9.62E+01    es wrong
449200597418672128    eu    -1.60E+02    es wrong
449202049901940736    eu    -1.33E+02    es wrong
449204096432889856    gl    -4.73E+01    es wrong
449205186314399744    gl    -4.30E+01    es wrong
449207147994574848    gl    -1.09E+02    es wrong
449207473170575361    gl    -8.85E+01    es wrong
449210267709480961    gl    -2.14E+02    es wrong
449210422638673920    eu    -2.73E+01    eu correct
449216584109002754    gl    -1.42E+02    es wrong
449216616954593280    eu    -2.14E+02    es wrong
449223608314134528    eu    -8.02E+01    es wrong
449224762179719168    eu    -1.62E+02    es wrong
449227671869063169    gl    -5.50E+01    es wrong
449232209556537344    gl    -3.16E+01    es wrong
449234173979807745    eu    -1.62E+02    es wrong
449239879944519680    gl    -1.21E+02    es wrong
449241990224699392    gl    -5.07E+01    es wrong
449244511907360768    gl    -2.30E+02    es wrong
449245133335437312    gl    -2.23E+02    es wrong
449245524617867265    gl    -5.30E+01    es wrong
449246337952129024    gl    -1.00E+02    es wrong
449249133116006400    gl    -7.12E+01    es wrong
449249325009604608    eu    -7.14E+01    eu correct
449255202349383680    gl    -1.75E+02    es wrong
449259648903024642    ca    -1.50E+02    es wrong
449260695407067136    gl    -2.03E+02    es wrong
449261444673331200    gl    -4.12E+01    es wrong
449261948912558081    eu    -1.88E+02    es wrong
449263502805708800    gl    -2.23E+02    es wrong
449263799649202178    eu    -5.22E+01    es wrong
449266729198567426    gl    -2.17E+02    es wrong
449267024276258816    gl    -1.84E+02    es wrong
449269719548588033    gl    -6.57E+01    es wrong
449269802394472448    eu    -7.26E+01    es wrong
449269915217039360    eu    -1.01E+02    es wrong
449270004215996416    gl    -6.67E+01    es wrong
449270599291256832    gl    -6.86E+01    es wrong
449272075312963584    gl    -8.27E+01    es wrong
449278007450947585    eu    -2.35E+01    es wrong
449280515166990336    gl    -1.71E+02    es wrong
449281856257921024    en    -1.86E+02    es wrong
449282552923422720    gl    -6.63E+01    es wrong
449284584191303680    es    -4.70E+01    es correct
449285957272240128    gl    -1.26E+02    es wrong
449286037874171904    es    -8.85E+00    es correct
449286100675489792    eu    -1.45E+02    es wrong
449287768112644098    eu    -5.67E+01    en wrong
449288824125157376    gl    -8.16E+01    es wrong
449290638660739072    eu    -2.83E+01    es wrong
449294341518147584    eu    -4.75E+01    es wrong
449294923930820608    gl    -1.06E+02    es wrong
449295262264360961    eu    -4.23E+01    es wrong
449295788469137408    gl    -1.69E+02    es wrong
449299229216108545    gl    -1.38E+02    es wrong
449299629847613440    eu    -6.66E+01    es wrong
449302340747935744    gl    -1.53E+02    es wrong
449302505986744320    eu    -1.78E+02    es wrong
449303191839342594    eu    -6.19E+01    eu correct
449303200794177536    gl    -2.19E+02    es wrong
449303346055507968    eu    -9.86E+01    es wrong
449303665267179520    eu    -1.08E+02    es wrong
449303977134686208    eu    -5.49E+01    eu correct
449305621364756480    eu    -1.38E+02    eu correct
449305886935506944    gl    -1.30E+02    es wrong
449307655715450880    en    -1.27E+01    en correct
449308407267598336    eu    -2.06E+02    es wrong
449308412321730561    gl    -6.94E+01    es wrong
449308674725801984    es    -6.55E+01    es correct
449310052533669888    gl    -1.21E+02    es wrong
449310698536194048    eu    -1.19E+02    es wrong
449310837875150848    gl    -1.01E+02    es wrong
449312542696144896    gl    -5.45E+01    es wrong
449312945726828544    en    -8.50E+01    en correct
449313687317512192    gl    -8.69E+01    es wrong
449314438538358784    gl    -4.51E+01    es wrong
449317326010478592    gl    -1.33E+02    es wrong
449319004231196673    gl    -5.88E+01    es wrong
449319188189179905    gl    -7.82E+01    es wrong
449320525685616640    es    -1.04E+01    es correct
449321246120226816    gl    -1.45E+02    es wrong
449321263807614977    eu    -1.08E+02    es wrong
449321845251375104    eu    -6.00E+01    es wrong
449322983761248258    es    -1.02E+02    es correct
449326091350855680    gl    -1.06E+02    es wrong
449328359391379456    gl    -1.89E+02    es wrong
449328960095395840    gl    -1.93E+02    es wrong
449332043370209280    gl    -1.10E+02    es wrong
449333243872301056    eu    -4.85E+01    es wrong
449335239522140160    gl    -8.28E+01    es wrong
449337517649956864    gl    -6.58E+01    es wrong
449350573130010625    es    -3.45E+01    es correct
449359583212228608    gl    -1.14E+01    es wrong
449360457338716160    eu    -9.39E+01    es wrong
449368474847313920    gl    -1.18E+02    es wrong
449400224604512256    gl    -1.10E+02    es wrong
449429636494405632    gl    -1.98E+02    es wrong
449431496458514432    gl    -7.30E+01    es wrong
449441469997547520    en    -3.59E+01    en correct
449448452406407168    eu    -1.54E+02    es wrong
449450288450400256    gl    -1.06E+02    es wrong
449451581092929536    gl    -2.29E+02    es wrong
449454325572861952    eu    -1.21E+02    en wrong
449454518640844800    eu    -1.12E+02    es wrong
449460850609643520    eu    -5.71E+01    es wrong
449465121958793216    eu    -5.57E+01    es wrong
449471363796185088    gl    -9.71E+01    es wrong
449478269717712896    gl    -9.38E+01    es wrong
449483726091997184    gl    -6.87E+01    es wrong
449487177547022336    gl    -9.68E+01    es wrong
449491720322158592    gl    -9.79E+01    es wrong
449493582295339008    gl    -1.93E+02    es wrong
449505961439682561    ca    -6.02E+01    en wrong
449508533298810880    gl    -3.70E+01    es wrong
449509809063481345    gl    -1.23E+02    es wrong
449511567986819073    eu    -3.24E+01    es wrong
449519214102335488    eu    -5.66E+01    es wrong
449520809686859777    gl    -1.52E+02    es wrong
449533439428276224    gl    -1.86E+02    es wrong
449534241119170560    eu    -5.11E+01    es wrong
449536744904740864    gl    -1.03E+02    es wrong
449537279057747968    eu    -6.52E+01    es wrong
449537552421486592    eu    -1.50E+02    en wrong
449538202312130562    gl    -4.94E+01    es wrong
449545571167383552    gl    -8.93E+01    es wrong
449546343468773376    gl    -2.18E+02    es wrong
449547654981496833    eu    -3.14E+01    eu correct
449548983883804672    eu    -7.29E+01    es wrong
449554699013070848    eu    -4.68E+01    es wrong
449554929255206912    eu    -6.62E+01    es wrong
449555695940431872    eu    -1.53E+02    eu correct
449558076170194945    es    -1.67E+01    es correct
449559408218226688    eu    -1.54E+02    es wrong
449560704056844289    eu    -6.70E+01    es wrong
449561143015931904    gl    -1.13E+02    es wrong
449561175307845632    gl    -1.87E+02    es wrong
449562097790500864    gl    -6.18E+01    es wrong
449564239020449792    eu    -4.58E+01    eu correct
449567674449022977    eu    -3.70E+01    es wrong
449577734952742913    gl    -7.19E+01    es wrong
449579227235774464    gl    -1.93E+02    es wrong
449579850882646016    eu    -4.35E+01    es wrong
449582628992450560    eu    -2.28E+02    es wrong
449586831383093248    gl    -4.55E+01    es wrong
449596086970486784    gl    -4.67E+01    es wrong
449617918285074432    gl    -3.65E+01    es wrong
449622088606023680    en    -1.32E+02    en correct
449627062102654976    eu    -1.50E+02    eu correct
449630822954700800    eu    -4.79E+01    eu correct
449631728689504256    eu    -1.17E+02    es wrong
449632021409988608    eu    -4.61E+01    eu correct
449632279124770816    eu    -8.70E+01    es wrong
449632297483247616    gl    -6.98E+01    es wrong
449632629953155072    gl    -1.17E+02    es wrong
449634296509509633    en    -9.78E+01    es wrong
449638995774173184    gl    -4.05E+01    es wrong
449639290830852096    en    -4.58E+01    en correct
449639559836762112    gl    -2.64E+01    es wrong
449641335742795776    eu    -1.82E+02    es wrong
449642602338746368    gl    -4.44E+01    es wrong
449648109489254400    gl    -1.51E+02    es wrong
449654966459068416    gl    -7.03E+01    es wrong
449655786420338688    eu    -1.98E+02    es wrong
449655806267768832    gl    -4.77E+01    es wrong
449656051504521216    gl    -2.56E+01    es wrong
449656776024399873    gl    -6.72E+01    es wrong
449658202607878144    eu    -6.71E+01    es wrong
449661726678867968    gl    -9.82E+01    es wrong
449661825152733184    eu    -1.75E+02    es wrong
449665631957561345    es    -4.90E+01    es correct
449671050788634625    gl    -1.44E+02    es wrong
449671970854928384    eu    -1.42E+02    eu correct
449672877110210560    es    -1.98E+01    es correct
449672886467715072    eu    -2.64E+01    es wrong
449673330514464768    eu    -6.66E+01    es wrong
449675498806079488    gl    -9.24E+01    es wrong
449675800942764032    gl    -4.90E+01    es wrong
449678583150440448    gl    -1.37E+01    es wrong
449678651995738112    en    -4.70E+01    es wrong
449681422182535169    gl    -1.37E+02    es wrong
449682244798791680    gl    -2.22E+02    es wrong
449683240870502400    es    -1.98E+01    es correct
449684674034794496    gl    -1.16E+02    es wrong
449688270323326978    es    -1.34E+01    es correct
449691973805670401    gl    -7.67E+01    es wrong
449693244298125312    eu    -6.35E+01    eu correct
449699137240694784    gl    -4.97E+01    es wrong
449701584499662848    eu    -1.94E+02    es wrong
449713154076205056    gl    -4.90E+01    es wrong
449725371773386752    gl    -7.45E+01    es wrong
449727487388692480    eu    -8.59E+01    eu correct
449728379215183872    en    -8.72E+01    es wrong
449791332098523136    gl    -2.01E+02    es wrong
449794588971384833    eu    -6.08E+01    es wrong
449807247401828352    gl    -6.15E+01    es wrong
449808107854897152    gl    -2.96E+01    es wrong
449818200549900288    eu    -8.34E+01    es wrong
449819965492064256    es    -1.13E+01    es correct
449822557529980928    eu    -4.21E+00    eu correct
449823172301688832    gl    -1.42E+02    es wrong
449824062525952000    gl    -5.06E+01    es wrong
449824993627893760    eu    -9.03E+01    es wrong
449828042144501760    eu    -1.60E+02    eu correct
449829798475743232    en    -6.97E+01    es wrong
449830617786880000    gl    -1.55E+01    es wrong
449832493190217728    eu    -8.45E+01    es wrong
449832835818745856    gl    -1.45E+02    es wrong
449835349054066688    gl    -1.86E+02    es wrong
449837464828788737    eu    -2.00E+01    eu correct
449837860536221696    es    -1.09E+01    es correct
449838123313528832    eu    -6.30E+01    es wrong
449840278229508096    gl    -1.31E+02    es wrong
449843423231901696    gl    -1.78E+02    es wrong
449847516075687936    gl    -2.13E+02    es wrong
449848760450166785    eu    -2.31E+01    es wrong
449850797153849346    gl    -8.42E+01    es wrong
449851537402380288    gl    -6.52E+01    es wrong
449852077402255360    eu    -1.16E+02    es wrong
449853645811879936    ca    -2.96E+01    es wrong
449857472422219776    gl    -5.89E+01    es wrong
449857514004574208    gl    -5.98E+01    es wrong
449858418191650816    eu    -1.41E+02    es wrong
449860203337744384    gl    -2.08E+02    es wrong
449862179702206465    eu    -1.17E+02    es wrong
449863923446341632    en    -6.45E+01    en correct
449865003144069120    gl    -5.82E+01    es wrong
449868184104222720    eu    -8.51E+01    es wrong
449871411327533056    eu    -1.81E+02    es wrong
449871920717369344    gl    -1.05E+02    es wrong
449872949760499712    eu    -1.93E+02    eu correct
449876048172556288    en    -9.16E+01    en correct
449879818830880768    en    -2.20E+01    en correct
449880535889113088    eu    -1.18E+02    ca wrong
449886589729402880    gl    -1.35E+02    es wrong
449887967814094848    eu    -9.42E+01    es wrong
449888274082189314    eu    -8.21E+01    es wrong
449893060550602753    en    -1.05E+02    en correct
449896517923790848    gl    -5.14E+01    es wrong
449896880450068480    gl    -1.09E+02    es wrong
449896950213926912    eu    -6.80E+01    eu correct
449897447448649728    eu    -4.18E+01    eu correct
449899061895004161    eu    -7.90E+01    es wrong
449900608007729152    eu    -1.35E+02    es wrong
449900967929331713    eu    -9.93E+01    es wrong
449904979986632704    gl    -2.07E+02    es wrong
449907292977524736    eu    -2.53E+01    es wrong
449909048260198400    eu    -8.35E+01    es wrong
449909607667077121    gl    -1.57E+02    es wrong
449910176913817600    gl    -5.94E+01    es wrong
449915400256749568    gl    -1.08E+02    es wrong
449917798157131776    gl    -2.25E+02    es wrong
449919608099966976    gl    -2.26E+02    es wrong
449920457014517760    gl    -1.94E+02    es wrong
449921305845178368    en    -1.55E+02    es wrong
449922991695355904    gl    -7.82E+01    es wrong
449924409198116864    gl    -2.20E+02    es wrong
449927184405516288    ca    -8.75E+01    es wrong
449929217544060928    eu    -6.69E+01    es wrong
449929572319264768    eu    -4.27E+01    es wrong
449933853118197760    gl    -8.43E+01    es wrong
449941891556343808    pt    -2.45E+01    es wrong
449946984708075521    pt    -2.13E+01    es wrong
449948378626293760    es    -4.54E+01    es correct
449956154622623744    en    -1.79E+02    en correct
449957302180016128    eu    -2.16E+02    en wrong
449960877249552384    gl    -2.19E+02    es wrong
449963622736076800    eu    -1.44E+01    es wrong
449970584739667968    eu    -4.93E+01    es wrong
449975336437317632    eu    -1.25E+02    es wrong
449978558497443840    gl    -5.58E+01    es wrong
449978775930163200    eu    -9.23E+01    es wrong
449979880223297537    gl    -5.01E+01    es wrong
449980015669960704    gl    -4.26E+01    es wrong
449980963389702144    eu    -1.17E+02    eu correct
449981324238270464    gl    -7.49E+01    es wrong
449982511154987008    gl    -5.55E+01    es wrong
449982641123897344    gl    -3.18E+01    es wrong
449983147485462529    eu    -1.09E+01    es wrong
449983728673370112    eu    -1.45E+02    es wrong
449985592403951616    en    -1.06E+02    es wrong
449999401080352768    gl    -2.52E+01    es wrong
450001848951640066    gl    -8.58E+01    es wrong
450005221423734784    gl    -1.34E+01    es wrong
450006346147315712    gl    -5.76E+01    es wrong
450010115908071426    gl    -1.09E+02    es wrong
450010168999559168    eu    -1.75E+02    es wrong
450012789466464256    gl    -4.35E+01    es wrong
450013593988513792    gl    -8.31E+01    es wrong
450013803422707713    gl    -7.09E+01    es wrong
450016830804230145    gl    -9.62E+01    es wrong
450017839622414336    gl    -5.00E+01    es wrong
450018472379318272    en    -1.29E+02    es wrong
450020904131891201    gl    -4.09E+01    es wrong
450022962851495936    gl    -2.01E+01    es wrong
450023894276382720    gl    -2.22E+02    es wrong
450024380517867522    gl    -1.47E+02    es wrong
450026086324535297    eu    -2.07E+02    es wrong
450027935299538944    eu    -1.08E+02    en wrong
450028862412697603    eu    -7.83E+01    es wrong
450030984709562368    eu    -7.29E+01    eu correct
450033273729982464    gl    -1.13E+02    es wrong
450035342197141505    eu    -7.65E+01    es wrong
450036891895988224    en    -4.10E+01    en correct
